R1
------------------------------------------------------------
Electric field / N (Td)                    600.0 
Gas temperature (K)                        300.0 
------------------------------------------------------------
TRANSPORT PARAMETERS:
Mean energy (eV)                          1.1207e+01  
Mobility *N (1/m/V/s)                     6.3175e+23  
Diffusion coefficient *N (1/m/s)          6.1948e+24  
------------------------------------------------------------
Rate coefficients (m3/s)
{ELASTIC: Ar }                             2.0035e-13
{IONIZATION: Ar -> Ar^+}                   5.5770e-15
{EXCITATION: Ar -> Ar*(11.5eV)}            6.6849e-15
------------------------------------------------------------
Energy (eV) EEDF (eV-3/2)
8.2398e+01    2.0131e-07
8.3454e+01    1.7414e-07
8.4517e+01    1.5057e-07
8.5587e+01    1.3012e-07
8.6663e+01    1.1239e-07
8.7747e+01    9.7023e-08
8.8837e+01    8.3720e-08
8.9933e+01    7.2207e-08
9.1037e+01    6.2249e-08
9.2147e+01    5.3640e-08
9.3264e+01    4.6202e-08
9.4388e+01    3.9780e-08
9.5518e+01    3.4239e-08
9.6655e+01    2.9459e-08
9.7799e+01    2.5340e-08
9.8949e+01    2.1792e-08
1.0011e+02    1.8737e-08
1.0127e+02    1.6109e-08
1.0244e+02    1.3846e-08
1.0362e+02    1.1900e-08
1.0480e+02    1.0226e-08
1.0599e+02    8.7863e-09
1.0719e+02    7.5491e-09
1.0840e+02    6.4862e-09
1.0961e+02    5.5733e-09
1.1082e+02    4.7896e-09
1.1205e+02    4.1171e-09
1.1328e+02    3.5404e-09
1.1452e+02    3.0460e-09
1.1576e+02    2.6226e-09
1.1702e+02    2.2602e-09
1.1827e+02    1.9504e-09
1.1954e+02    1.6858e-09
1.2081e+02    1.4601e-09
1.2209e+02    1.2679e-09
1.2337e+02    1.1044e-09
1.2467e+02    9.6760e-10
1.2596e+02    8.5475e-10
1.2727e+02    7.6299e-10
1.2858e+02    6.8996e-10
1.2990e+02    6.3379e-10
1.3123e+02    5.9299e-10
1.3256e+02    5.6644e-10
1.3390e+02    5.5339e-10



